Borough Name,Job Type,Permit Type,Job-Permit,Job Number,BIN Number,Permit Filing Status (Raw),Permit Sequence Number Max Flag,Permit Filing Status,Permit Sub Type,Site License Class,Site Safety Manager Last Name,Site License Class,Permit Superintendent License Type,Permit Superintendent Last Name,Count Permits,Chute,Fence,Supported Scaffold,Sidewalk Shed,Sidewalk Shed/Linear Feet,Other Equipment Flag,EQ Other Description,Construction Material,Boiler Flag,Fire Alarm  Flag,Fuel Burning Flag,Fuel Storage Flag,Fire Suppression Flag,Mechanical Flag,Plumbing Flag,Standpipe Flag,Sprinkler Flag,Construction Equipment Flag,General Construction Flag,Other Flag,Curb Cut Flag,Antennae Flag,Landscape Flag,Builders Pvmt Plan Flag,Fire Protection Plan Flag,Marquee Flag,OT Description,Enlargement Flag (Yes/No),Facade Alteration,D_DATE,Estimated Job Cost
Queens,A2,EW,3. A2,421411298,4050459,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/22/2016,35000
Queens,A2,EW,3. A2,421411298,4050459,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/22/2016,35000
Queens,A1,AL,2. A1,421411289,4223836,I,Y,Initial Permit,,,,,SU,BAWA,0,,Y,,,0,,,PLYWOOD,,,,,,X,X,,,X,Y,X,X,,,,,,GEN. CONSTR.,Yes,Y,12/22/2016,400000
Staten Island,A2,EW,3. A2,520287804,5107590,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,12/22/2016,752200
Staten Island,A2,EW,3. A2,520287804,5107590,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,12/22/2016,752200
Manhattan,A3,AL,4. A3,122981390,1080039,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/23/2016,7000
Brooklyn,A2,EW,3. A2,340457017,3058526,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/23/2016,105000
Brooklyn,A2,PL,3. A2,340457017,3058526,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/23/2016,105000
Brooklyn,A2,EW,3. A2,340447127,3098937,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,12/25/2016,30000
Manhattan,A2,EW,3. A2,140589245,1027156,I,Y,Initial Permit,OT,,,,SU,TANTILLO,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/27/2016,446100
Manhattan,A2,EW,3. A2,122902065,1035430,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,12/27/2016,74250
Manhattan,A2,EQ,3. A2,122982200,1051601,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/27/2016,20000
Manhattan,A2,EW,3. A2,122982200,1051601,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/27/2016,20000
Manhattan,A2,EW,3. A2,122982601,1031136,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/28/2016,165890
Manhattan,A2,EW,3. A2,122982601,1031136,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/28/2016,165890
Manhattan,A2,EW,3. A2,122982601,1031136,R,N,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/28/2016,165890
Manhattan,A2,EW,3. A2,122973764,1065028,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/28/2016,577200
Brooklyn,A2,PL,3. A2,340458249,3000680,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/28/2016,70000
Brooklyn,A2,EW,3. A2,340458249,3000680,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/28/2016,70000
Brooklyn,A1,AL,2. A1,321189799,3149353,I,Y,Initial Permit,,,,,SU,KHOURY,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,12/28/2016,155925
Brooklyn,A2,EQ,3. A2,340456189,3337948,I,Y,Initial Permit,SH,,,,,,0,,,,Y,150,,,METAL,,,,,,,,,,X,,X,,,,,,,STRUCTURAL,No,Y,12/28/2016,23000
Brooklyn,A2,EW,3. A2,340456189,3337948,I,Y,Initial Permit,OT,,,,,,0,,,,Y,150,,,METAL,,,,,,,,,,X,,X,,,,,,,STRUCTURAL,No,Y,12/28/2016,23000
Manhattan,A2,EW,3. A2,122960625,1033288,R,Y,eRenewed,OT,,DIFONZO,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,12/29/2016,110050
Manhattan,A2,EW,3. A2,122960625,1033288,I,N,Initial Permit,OT,MM,DIFONZO,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,12/29/2016,110050
Manhattan,A2,EW,3. A2,122982610,1051439,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/29/2016,6800
Manhattan,A3,AL,4. A3,122984066,1061979,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/29/2016,11000
Manhattan,A2,PL,3. A2,122983520,1080962,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/29/2016,72300
Manhattan,A2,EW,3. A2,122983520,1080962,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/29/2016,72300
Manhattan,A2,EW,3. A2,122983520,1080962,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/29/2016,72300
Manhattan,A3,AL,4. A3,122985332,1003935,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,12/30/2016,35000
Manhattan,A2,EW,3. A2,122984093,1031140,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/30/2016,500000
Manhattan,A2,EW,3. A2,122984093,1031140,I,Y,Initial Permit,MH,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/30/2016,500000
Manhattan,A2,PL,3. A2,122984093,1031140,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,12/30/2016,500000
Manhattan,A2,EW,3. A2,140579489,1018162,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/4/2017,28000
Manhattan,A2,EW,3. A2,140579489,1018162,R,N,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/4/2017,28000
Manhattan,A2,EW,3. A2,140579489,1018162,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/4/2017,28000
Manhattan,A2,EW,3. A2,140591189,1027059,R,Y,eRenewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/4/2017,30000
Manhattan,A2,EW,3. A2,140591189,1027059,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/4/2017,30000
Manhattan,A2,EW,3. A2,122963132,1053943,I,Y,Initial Permit,OT,MM,CRUZ-ALFANO,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/4/2017,150000
Queens,A2,EW,3. A2,421417087,4170900,I,Y,Initial Permit,OT,,,,SU,ASIF,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/4/2017,200000
Queens,A2,PL,3. A2,421415481,4447336,R,Y,Renewed,,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/4/2017,60000
Queens,A2,PL,3. A2,421415481,4447336,I,N,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/4/2017,60000
Queens,A2,EW,3. A2,421415481,4447336,I,Y,Initial Permit,MH,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/4/2017,60000
Queens,A2,EW,3. A2,421415481,4447336,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/4/2017,60000
Manhattan,A2,EW,3. A2,122986448,1063341,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/5/2017,61640
Manhattan,A2,EW,3. A2,122986448,1063341,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/5/2017,61640
Manhattan,A2,EW,3. A2,122987429,1084787,I,Y,Initial Permit,OT,MM,STIMITZ,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,EXT REPAIR,No,Y,1/5/2017,771464
Bronx,A3,AL,4. A3,240165815,2006286,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/5/2017,7000
Bronx,A2,EW,3. A2,220577034,2028965,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/5/2017,28950
Bronx,A2,PL,3. A2,220577034,2028965,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/5/2017,28950
Staten Island,A2,EQ,3. A2,520257025,5125317,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/5/2017,10000
Staten Island,A2,EW,3. A2,520257025,5125317,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/5/2017,10000
Manhattan,A1,AL,2. A1,122963454,1058648,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/6/2017,500000
Brooklyn,A2,EW,3. A2,340453681,3025833,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/6/2017,642332
Queens,A2,EW,3. A2,421419147,4284327,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/6/2017,5000
Queens,A2,PL,3. A2,421419147,4284327,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/6/2017,5000
Queens,A2,EW,3. A2,421387083,4312034,I,Y,Initial Permit,OT,MM,SASVARI,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/6/2017,2520
Queens,A2,EW,3. A2,421414632,4483929,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/6/2017,1000
Manhattan,A3,AL,4. A3,140589227,1079845,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/8/2017,9000
Manhattan,A1,AL,2. A1,122988623,1048100,I,N,Initial Permit,,MM,FINKELSTEIN,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,GC AND ZONING,Yes,Y,1/9/2017,23948240
Manhattan,A1,AL,2. A1,122988623,1048100,R,Y,Renewed,,MM,MASONE,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,GC AND ZONING,Yes,Y,1/9/2017,23948240
Manhattan,A2,EW,3. A2,122984707,1087494,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/9/2017,9377
Manhattan,A2,EW,3. A2,122984707,1087494,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/9/2017,9377
Queens,A2,EW,3. A2,440373285,4168861,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/9/2017,20000
Queens,A2,EQ,3. A2,440373285,4168861,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/9/2017,20000
Manhattan,A2,EW,3. A2,122990273,1033922,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,245300
Manhattan,A2,EW,3. A2,122990273,1033922,I,Y,Initial Permit,MH,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,245300
Manhattan,A2,PL,3. A2,122990273,1033922,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,245300
Manhattan,A2,EW,3. A2,122953937,1041515,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,24000
Manhattan,A2,EW,3. A2,122953937,1041515,I,Y,Initial Permit,MH,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,24000
Manhattan,A2,PL,3. A2,122953937,1041515,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,24000
Manhattan,A2,EQ,3. A2,122953937,1041515,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,24000
Manhattan,A2,EW,3. A2,122988543,1051737,I,Y,Initial Permit,MH,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,1667873
Manhattan,A2,EW,3. A2,122988543,1051737,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,1667873
Manhattan,A2,PL,3. A2,122988543,1051737,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,1667873
Manhattan,A2,EW,3. A2,122962491,1054165,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,179750
Queens,A1,AL,2. A1,421414366,4123158,I,Y,Initial Permit,,,,,SU,ROSS,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/10/2017,155200
Queens,A2,PL,3. A2,440375158,4550090,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,132000
Queens,A2,EW,3. A2,440375158,4550090,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/10/2017,132000
Staten Island,A1,AL,2. A1,520257016,5017243,I,Y,Initial Permit,,,,,SU,VELEZ,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/10/2017,125000
Manhattan,A2,EW,3. A2,122041815,1041174,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/11/2017,40000
Manhattan,A2,EW,3. A2,122965498,1063276,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/11/2017,12000
Brooklyn,A1,AL,2. A1,321189879,3238480,I,Y,Initial Permit,,,,,SU,ALMARI,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/11/2017,460000
Manhattan,A2,EW,3. A2,122943226,1014460,I,Y,Initial Permit,OT,MM,STECKLOW,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/12/2017,659969
Manhattan,A2,EW,3. A2,122995214,1041804,I,N,Initial Permit,OT,MM,MEROLA,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/12/2017,987063
Manhattan,A2,EW,3. A2,122995214,1041804,R,Y,Renewed,OT,MM,MEROLA,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/12/2017,987063
Manhattan,A2,EW,3. A2,122987811,1067116,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/12/2017,1758550
Manhattan,A2,EW,3. A2,122987811,1067116,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/12/2017,1758550
Manhattan,A2,EW,3. A2,122990291,1002648,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/13/2017,219400
Manhattan,A2,EW,3. A2,122988570,1059446,R,Y,Renewed,OT,MM,ANSARI,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/13/2017,720000
Manhattan,A2,EW,3. A2,122988570,1059446,I,N,Initial Permit,OT,MM,ANSARI,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/13/2017,720000
Bronx,A2,EW,3. A2,220578211,2009899,I,N,Initial Permit,OT,,,,SU,SUGGS,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/13/2017,73528
Bronx,A2,EW,3. A2,220578211,2009899,R,Y,eRenewed,OT,,,,SU,SUGGS,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/13/2017,73528
Bronx,A2,EQ,3. A2,220578211,2009899,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/13/2017,73528
Bronx,A2,EW,3. A2,240169633,2016982,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/13/2017,45950
Brooklyn,A1,AL,2. A1,321508793,3052779,I,Y,Initial Permit,,,,,SU,SAN MIGUEL,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/13/2017,430000
Queens,A2,EW,3. A2,440377780,4098382,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,1/14/2017,13000
Queens,A2,EQ,3. A2,440377780,4098382,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,1/14/2017,13000
Manhattan,A2,EW,3. A2,122861947,1009251,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,ROOF REPAIR,No,Y,1/17/2017,116800
Manhattan,A2,EW,3. A2,122995991,1015396,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,STRUCTURAL,No,Y,1/17/2017,20000
Manhattan,A2,EW,3. A2,122995973,1027366,I,Y,Initial Permit,OT,MM,BROWN,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/17/2017,620000
Manhattan,A2,EW,3. A2,122993485,1043921,R,Y,Renewed,OT,MM,PRINCE,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/17/2017,17847565
Manhattan,A2,EW,3. A2,122993485,1043921,I,N,Initial Permit,OT,MM,CAMPISI,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/17/2017,17847565
Manhattan,A2,EW,3. A2,122983913,1051482,I,Y,Initial Permit,OT,MM,MOHAMED,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/17/2017,103000
Manhattan,A2,EW,3. A2,140595513,1056483,I,Y,Initial Permit,OT,MM,RAJAPAKSE,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/17/2017,250000
Manhattan,A2,EW,3. A2,140595470,1078043,I,N,Initial Permit,OT,MM,SASVARI,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/17/2017,250000
Manhattan,A2,EW,3. A2,140595470,1078043,R,Y,Renewed,OT,MM,SASVARI,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/17/2017,250000
Manhattan,A2,EW,3. A2,140595648,1083936,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/17/2017,250000
Manhattan,A2,EW,3. A2,140595648,1083936,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/17/2017,250000
Manhattan,A2,EW,3. A2,122978395,1016095,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/18/2017,78617
Manhattan,A2,EW,3. A2,140587639,1017031,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/18/2017,17670
Manhattan,A2,EW,3. A2,140587611,1017032,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/18/2017,40740
Manhattan,A2,EW,3. A2,122986046,1046740,I,N,Initial Permit,OT,MM,ROBERT,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/18/2017,46350
Manhattan,A2,EW,3. A2,122986046,1046740,R,Y,Renewed,OT,MM,ROBERT,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/18/2017,46350
Manhattan,A2,EW,3. A2,122972131,1053289,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/18/2017,10000
Manhattan,A2,EW,3. A2,122973817,1061593,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/18/2017,22400
Queens,A2,EW,3. A2,421361822,4003105,R,Y,eRenewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/18/2017,400000
Queens,A2,EW,3. A2,421361822,4003105,R,N,eRenewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/18/2017,800000
Queens,A2,EW,3. A2,421361822,4003105,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,1/18/2017,400000
Queens,A2,EQ,3. A2,421356703,4112765,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/18/2017,127330
Queens,A2,PL,3. A2,421356703,4112765,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/18/2017,127330
Queens,A2,EW,3. A2,421356703,4112765,I,Y,Initial Permit,MH,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/18/2017,127330
Queens,A2,EW,3. A2,421356703,4112765,I,Y,Initial Permit,OT,,,,SU,ROSS,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,1/18/2017,127330
Bronx,A2,EQ,3. A2,220578364,2002782,I,Y,Initial Permit,SH,,,,,,0,,,,Y,150,,,STEEL/WOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,1/19/2017,60000
Bronx,A2,EW,3. A2,220578364,2002782,I,Y,Initial Permit,OT,,,,,,0,,,,Y,150,,,STEEL/WOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,1/19/2017,60000
Bronx,A3,AL,4. A3,220578373,2002783,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/19/2017,60000
Queens,A2,EW,3. A2,421383639,4431405,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/19/2017,211890
Queens,A2,EW,3. A2,421383648,4431406,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/19/2017,211890
Queens,A2,EW,3. A2,421383657,4431407,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/19/2017,211890
Queens,A2,EW,3. A2,421419236,4431408,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/19/2017,211890
Queens,A2,EW,3. A2,421419227,4431409,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,1/19/2017,211890
